epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
0;0.2497036618590355;0.2497036618590355;0.5862104040980339;0.5862104040980339
1;0.7899926644936204;0.7899926644936204;1.7354215687513352;1.7354215687513352
2;0.4143646947517991;0.4143646947517991;3.0518922233581542;3.0518922233581542
0;0.2497036618590355;0.2497036618590355;0.5862104040980339;0.5862104040980339
1;0.7899926644936204;0.7899926644936204;1.7354215687513352;1.7354215687513352
2;0.4197050918452442;0.4197050918452442;2.9397803890705108;2.9397803890705108
3;0.18620956451259554;0.18620956451259554;3.2820238003730773;3.2820238003730773
4;0.12352774705644697;0.12352774705644697;1.8781823729276657;1.8781823729276657
5;0.12378360499907284;0.12378360499907284;1.299479875087738;1.299479875087738
6;0.09512810408975929;0.09512810408975929;1.9668320657014846;1.9668320657014846
7;0.2527311659567058;0.2527311659567058;3.0632854660749436;3.0632854660749436
8;0.4543727080114186;0.4543727080114186;0.6027842021659017;0.6027842021659017
9;0.3243819888494909;0.3243819888494909;1.7987593314647674;1.7987593314647674
10;0.03338664130540565;0.03338664130540565;2.689354898810387;2.689354898810387
11;0.20993701545149088;0.20993701545149088;0.8424317902550101;0.8424317902550101
12;0.3063367252927274;0.3063367252927274;1.0399598803222179;1.0399598803222179
13;0.23825711601041258;0.23825711601041258;0.593851054251194;0.593851054251194
14;0.3557369113154709;0.3557369113154709;1.3213405147194863;1.3213405147194863
15;0.3320632889382541;0.3320632889382541;0.449393360003829;0.449393360003829
16;0.13151466506533324;0.13151466506533324;1.9440631411075593;1.9440631411075593
17;0.2715194399151951;0.2715194399151951;3.123535372018814;3.123535372018814
18;0.07367695748526602;0.07367695748526602;0.5335952963605524;0.5335952963605524
19;0.09175093710236251;0.09175093710236251;0.33613165001571177;0.33613165001571177
20;0.11193933821469546;0.11193933821469546;1.8089865415096282;1.8089865415096282
21;0.11545239300606772;0.11545239300606772;1.8923319741487503;1.8923319741487503
22;0.06453696832992137;0.06453696832992137;1.5869992396235466;1.5869992396235466
23;0.031317113882862034;0.031317113882862034;0.21548823183774948;0.21548823183774948
24;0.3126087069027126;0.3126087069027126;0.4476410687416792;0.4476410687416792
25;0.23260934495739638;0.23260934495739638;0.5047509470134973;0.5047509470134973
26;0.15382022980600596;0.15382022980600596;0.49726001938432457;0.49726001938432457
